Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2012-3-20,84.6,70.4,57.4,66.6,61.5,56.3,97,76,44,30.17,30.06,12,1,12,0.00 
2012-3-21,85.3,70.3,63.0,70.2,65.5,61.3,97,86,57,30.19,30.07,14,1,14,0.25 
2012-3-22,87.3,73.2,63.7,69.8,65.4,61.5,98,79,45,30.21,30.08,8,1,8,0.00 
2012-3-23,89.4,71.5,63.3,70.3,65.9,62.2,98,85,46,30.15,29.99,14,1,15,0.27 
2012-3-24,81.3,69.1,63.7,71.1,66.3,63.1,98,91,62,30.04,29.88,14,1,14,0.27 
2012-3-25,80.1,69.9,58.6,67.1,57.3,46.0,96,68,38,29.91,29.79,17,2,17,0.00 
2012-3-26,83.5,67.5,52.3,58.8,53.1,48.4,88,63,36,30.06,29.90,12,1,13,0.00 
2012-3-27,87.6,69.0,54.0,63.0,56.8,49.8,97,71,31,30.23,30.04,12,1,12,0.00 
2012-3-28,86.9,70.3,57.6,66.7,60.0,54.9,98,74,39,30.23,30.06,9,0,10,0.00 
2012-3-29,86.4,72.7,61.9,67.5,61.2,56.5,95,71,40,30.09,29.95,8,0,8,0.00 
2012-3-30,88.7,72.5,59.2,66.2,60.3,55.4,96,69,37,30.07,29.94,14,0,14,0.00 
2012-3-31,78.6,68.2,63.7,72.0,65.2,61.7,97,90,71,30.00,29.81,22,1,22,1.99 
2012-4-1,86.4,71.3,59.7,70.5,62.6,56.3,99,78,40,29.94,29.84,11,1,12,0.01 
2012-4-2,90.3,75.7,65.1,68.4,63.6,55.9,96,71,34,29.93,29.83,10,1,12,0.00 
2012-4-3,94.5,77.2,65.7,72.0,64.4,53.6,98,70,28,29.97,29.86,8,1,9,0.00 
2012-4-4,89.1,76.1,66.4,69.4,65.8,63.3,93,72,48,29.96,29.78,10,1,12,0.00 
2012-4-5,88.9,74.3,66.4,68.0,63.9,60.8,94,72,42,29.82,29.71,13,1,16,0.00 
2012-4-6,81.0,69.6,61.3,67.1,60.3,52.7,95,75,40,30.05,29.71,16,2,20,0.01 
2012-4-7,77.2,64.0,49.8,55.4,51.5,47.3,93,66,46,30.22,30.05,13,2,15,0.00 
2012-4-8,79.3,65.4,51.3,56.3,51.4,46.6,95,65,33,30.25,30.08,8,1,8,0.00 
2012-4-9,83.1,68.0,53.4,60.3,55.7,51.8,95,69,38,30.13,29.98,8,0,8,0.00 
2012-4-10,86.7,70.8,56.5,61.7,55.2,48.0,96,64,31,30.10,29.95,8,1,11,0.00 
2012-4-11,83.7,70.3,57.7,60.1,54.6,44.8,95,62,33,30.08,29.95,12,1,14,0.00 
2012-4-12,78.3,65.5,53.1,58.5,51.5,41.4,88,62,41,30.14,30.01,13,2,17,0.00 
2012-4-13,84.7,68.7,58.5,63.1,58.9,55.0,94,74,41,30.21,30.08,13,1,15,0.00 
2012-4-14,85.3,70.6,59.7,65.3,61.6,58.3,96,75,48,30.27,30.17,11,1,11,0.00 
2012-4-15,86.4,71.5,58.6,63.3,59.5,56.1,96,69,41,30.25,30.17,12,1,12,0.00 
2012-4-16,87.6,71.2,55.9,64.8,59.1,54.5,96,69,37,30.25,30.14,6,1,10,0.00 
2012-4-17,89.1,72.8,58.1,64.9,60.1,56.1,96,68,34,30.21,30.04,11,1,12,0.00 
2012-4-18,89.1,73.8,65.1,67.5,63.1,59.0,89,72,40,30.11,29.94,10,1,12,0.01 
2012-4-19,86.0,71.5,62.2,72.0,66.5,61.2,97,85,58,30.01,29.87,12,1,13,0.10 
2012-4-20,86.2,74.0,63.0,69.1,65.5,59.2,98,78,41,29.94,29.81,9,1,9,0.00 
2012-4-21,85.6,71.9,65.7,71.6,66.2,64.4,96,83,54,29.86,29.62,11,1,11,0.07 
2012-4-22,76.8,67.4,60.1,66.9,61.6,47.5,97,83,58,29.74,29.47,11,2,11,0.45 
2012-4-23,71.1,60.3,50.4,48.0,42.2,36.7,79,54,30,29.93,29.73,20,2,20,0.45 
2012-4-24,73.4,59.0,43.2,45.1,38.5,30.9,83,51,25,30.04,29.92,15,2,18,0.00 
2012-4-25,84.9,67.2,49.8,56.8,51.5,45.0,92,60,34,30.13,30.01,7,1,13,0.00 
2012-4-26,90.0,72.2,56.5,65.3,58.2,53.8,96,66,31,30.14,30.02,10,1,12,0.00 
2012-4-27,91.6,73.5,58.3,67.6,59.5,53.1,97,67,30,30.15,30.01,13,1,13,0.00 
2012-4-28,93.6,75.1,57.6,67.3,61.6,55.9,96,67,33,30.13,30.01,9,0,9,0.00 
2012-4-29,91.6,76.4,66.6,72.3,65.7,56.3,98,74,32,30.14,30.04,11,0,11,0.00 
2012-4-30,93.7,76.8,65.8,72.7,67.6,61.9,97,77,38,30.16,30.07,15,1,15,0.00 
2012-5-1,94.5,77.6,68.2,72.1,68.3,66.0,98,76,42,30.14,30.03,12,1,12,0.00 
2012-5-2,93.7,77.3,66.7,72.1,67.7,64.0,98,76,39,30.13,30.04,7,1,11,0.00 
2012-5-3,94.6,77.9,63.5,71.2,66.6,61.0,97,72,35,30.14,30.03,9,1,9,0.00 
2012-5-4,94.3,78.7,67.3,72.0,67.5,60.1,96,72,36,30.12,29.98,9,1,9,0.00 
2012-5-5,96.3,80.2,65.5,71.4,66.4,61.9,96,67,36,30.03,29.88,9,1,12,0.00 
2012-5-6,96.3,78.6,68.4,71.2,66.5,58.1,94,71,31,29.96,29.85,13,1,14,0.06 
2012-5-7,93.6,73.7,66.4,73.4,68.2,63.9,97,85,38,29.94,29.86,12,0,12,0.21 
2012-5-8,91.6,75.5,68.2,73.2,68.4,61.3,98,82,39,29.94,29.81,11,1,12,0.21 
2012-5-9,91.6,76.5,67.5,75.7,68.8,64.9,98,79,47,29.90,29.71,14,1,14,0.14 
2012-5-10,85.5,72.2,61.9,66.6,61.9,56.5,96,74,39,29.96,29.79,12,1,13,0.01 
2012-5-11,90.9,73.7,58.6,66.4,57.1,45.5,98,63,24,30.15,29.95,11,1,11,0.00 
2012-5-12,89.4,74.0,62.2,64.8,61.1,57.9,88,66,41,30.24,30.13,13,1,13,0.00 
2012-5-13,87.6,74.7,63.3,67.6,63.8,61.0,94,71,45,30.18,30.03,10,1,11,0.00 
2012-5-14,91.0,75.7,67.3,76.1,69.0,65.1,95,81,50,30.08,29.91,10,1,11,0.07 
2012-5-15,90.0,74.1,67.5,75.0,70.1,66.6,97,89,54,30.03,29.94,9,0,10,0.57 
2012-5-16,76.8,72.3,69.4,72.7,70.2,68.0,97,93,84,30.04,29.91,6,0,6,0.57 
2012-5-17,87.3,74.5,65.1,72.3,67.7,63.7,98,81,50,29.98,29.84,11,1,11,0.39 
2012-5-18,84.4,71.8,61.9,70.2,65.3,61.0,98,82,51,29.99,29.88,12,1,12,0.20 
2012-5-19,85.8,73.5,65.5,68.0,65.0,59.5,97,77,51,30.05,29.96,13,2,14,0.00 
2012-5-20,86.4,71.0,56.8,63.1,57.7,48.4,96,68,29,30.05,29.96,14,2,14,0.00 
2012-5-21,89.6,74.5,59.4,67.6,60.3,52.7,83,64,36,30.01,29.89,15,1,15,0.00 
2012-5-22,91.8,76.4,66.7,70.9,66.6,63.3,94,74,42,29.97,29.84,9,1,11,0.00 
2012-5-23,93.7,78.7,66.0,73.4,67.5,61.7,97,72,37,29.93,29.81,8,0,9,0.00 
2012-5-24,96.3,79.5,68.2,73.2,69.4,64.9,96,74,40,29.96,29.88,13,1,13,0.00 
2012-5-25,93.6,79.1,68.4,74.1,68.1,61.3,97,73,40,30.07,29.94,18,1,18,0.00 
2012-5-26,95.4,78.7,64.0,69.8,65.9,62.4,96,69,37,30.08,29.96,14,1,14,0.00 
2012-5-27,87.3,74.6,68.0,76.1,69.8,65.8,95,86,59,29.99,29.66,18,2,18,0.67 
2012-5-28,83.7,74.0,70.3,76.3,71.4,69.1,97,92,73,29.90,29.58,21,4,21,0.67 
2012-5-29,81.1,74.0,70.2,75.4,71.9,68.9,97,93,82,29.89,29.77,19,2,20,0.03 
2012-5-30,93.9,80.2,69.6,78.1,73.8,66.4,97,83,47,29.87,29.77,13,1,13,0.03 
2012-5-31,93.2,77.5,69.6,77.9,72.4,68.7,98,85,53,29.92,29.82,15,1,15,0.01 
2012-6-1,87.1,76.6,71.4,76.1,71.7,68.9,95,86,66,29.93,29.81,12,1,12,0.02 
2012-6-2,90.3,79.0,68.4,74.1,68.5,60.4,96,73,43,29.96,29.85,11,1,11,0.02 
2012-6-3,92.8,77.7,63.9,68.2,62.8,57.7,93,64,37,30.06,29.94,10,1,12,0.01 
2012-6-4,93.9,81.2,69.4,74.3,69.7,64.2,94,71,43,29.96,29.79,13,1,13,0.01 
2012-6-5,93.4,81.1,73.8,76.1,72.6,67.8,96,78,45,29.87,29.75,10,1,14,0.00 
2012-6-6,91.4,79.4,72.3,75.2,72.5,70.0,97,81,53,29.93,29.81,17,2,17,0.00 
2012-6-7,87.6,75.3,72.0,76.1,72.9,70.2,98,92,67,29.96,29.90,13,0,13,0.00 
2012-6-8,79.5,74.2,71.4,73.9,71.5,69.4,98,91,78,30.00,29.91,14,1,14,0.01 
2012-6-9,90.0,76.1,70.0,76.5,72.4,68.7,97,89,61,30.05,29.94,7,0,7,0.01 
2012-6-10,94.3,78.7,72.5,79.3,74.2,71.1,98,87,57,30.15,29.99,12,1,16,0.00 
2012-6-11,95.4,80.2,70.0,81.5,73.2,69.1,97,81,51,30.13,30.04,9,1,9,0.00 
2012-6-12,94.5,78.6,71.4,76.8,72.5,68.2,96,83,49,30.11,29.92,19,1,19,0.00 
2012-6-13,93.6,81.7,73.8,76.6,73.0,69.3,97,77,48,29.96,29.84,7,1,11,0.00 
2012-6-14,90.9,76.3,69.4,77.7,72.1,68.5,97,88,62,30.04,29.90,9,0,9,0.00 
2012-6-15,83.8,75.6,68.7,73.0,69.6,64.9,97,83,64,30.10,29.98,15,1,15,0.00 
2012-6-16,87.1,75.8,66.6,72.5,67.6,64.8,96,77,55,30.13,30.04,17,2,17,0.00 
2012-6-17,88.9,76.6,68.7,70.5,67.3,62.2,95,75,46,30.11,29.98,12,1,13,0.00 
2012-6-18,91.2,76.9,65.5,71.4,66.9,62.2,94,73,42,30.09,30.01,9,0,9,0.00 
2012-6-19,93.4,76.7,64.0,72.3,67.4,63.0,97,75,43,30.13,30.06,12,1,12,0.00 
2012-6-20,90.7,78.3,69.6,72.9,69.0,66.0,92,75,48,30.11,30.03,14,1,14,0.00 
2012-6-21,89.2,78.5,72.3,77.9,72.1,68.0,93,81,65,30.05,29.92,12,1,14,0.00 
2012-6-22,93.9,79.6,73.2,76.8,74.5,72.0,97,86,55,29.95,29.86,11,0,11,0.00 
2012-6-23,91.2,79.3,73.4,77.4,74.7,72.7,98,87,61,29.98,29.86,11,0,12,0.00 
2012-6-24,77.2,74.8,72.3,75.2,73.2,71.1,97,95,90,29.98,29.75,15,1,15,0.00 
2012-6-25,85.6,77.1,73.9,77.9,75.0,73.2,98,93,76,29.76,29.62,18,2,22,0.00 
2012-6-26,84.7,76.5,72.3,79.7,75.0,71.1,98,95,81,29.64,29.53,15,1,15,0.00 
2012-6-27,82.9,74.7,68.0,72.1,69.7,65.7,97,85,66,30.03,29.63,19,3,19,0.00 
2012-6-28,91.8,76.4,63.0,71.8,65.7,61.5,97,74,40,30.11,30.01,8,0,8,0.00 
2012-6-29,96.1,80.5,67.8,76.1,71.4,66.4,97,76,49,30.05,29.90,11,1,11,0.00 
2012-6-30,95.7,82.3,72.0,79.3,74.7,70.3,96,79,58,30.00,29.89,10,1,11,0.00 
2012-7-1,97.2,83.4,74.1,80.2,75.2,72.0,94,78,56,30.06,29.95,11,1,12,0.00 
2012-7-2,95.5,81.4,72.7,76.8,72.4,68.5,94,76,46,30.09,29.96,17,1,19,0.00 
2012-7-3,96.6,80.4,70.3,79.3,72.8,69.1,97,80,49,30.07,29.97,12,0,12,0.00 
2012-7-4,96.1,81.4,74.7,78.1,74.4,70.5,97,82,46,30.09,29.98,11,1,11,0.00 
2012-7-5,96.1,81.4,71.8,77.7,73.7,70.9,98,80,50,30.07,29.95,9,1,9,0.00 
2012-7-6,96.3,83.2,75.0,78.3,74.9,72.3,97,78,50,30.05,29.96,9,1,11,0.00 
2012-7-7,98.4,82.4,73.8,78.1,74.0,70.9,97,78,44,30.09,30.02,9,0,10,0.00 
2012-7-8,96.1,83.6,73.4,77.7,73.8,70.9,96,75,47,30.12,29.98,10,1,10,0.00 
2012-7-9,99.0,83.1,74.1,76.5,73.6,69.4,96,75,44,30.05,29.94,14,1,14,0.00 
2012-7-10,76.3,75.0,73.6,73.9,72.9,72.1,95,93,91,30.02,30.00,6,0,6,0.00 
2012-7-13,85.5,79.5,75.7,79.3,75.5,73.0,93,88,76,30.10,30.01,18,0,18,0.00 
2012-7-14,95.4,82.7,73.9,78.1,74.3,72.0,97,78,51,30.14,30.03,9,0,9,0.00 
2012-7-15,90.0,78.3,72.0,78.6,74.3,70.7,97,88,61,30.14,30.04,12,0,12,0.00 
2012-7-16,92.1,79.7,71.8,77.5,73.7,71.2,98,83,58,30.09,29.94,9,0,10,0.34 
2012-7-17,93.9,77.6,70.3,77.2,72.7,69.4,98,86,54,30.02,29.95,11,0,11,0.34 
2012-7-18,91.6,79.4,73.0,78.8,74.3,71.6,96,85,64,30.10,29.99,15,1,15,0.00 
2012-7-19,89.4,78.1,73.6,79.0,75.2,70.0,96,91,71,30.18,30.09,14,1,17,0.42 
2012-7-20,95.4,82.5,73.9,80.2,74.9,70.7,98,80,48,30.13,30.04,14,1,14,0.42 
2012-7-21,95.7,81.3,72.0,80.2,74.1,65.1,97,81,47,30.12,30.03,14,0,14,0.05 
2012-7-22,97.2,82.4,72.3,80.4,74.5,68.9,97,79,49,30.19,30.09,11,0,11,0.00 
2012-7-23,75.7,74.7,73.8,72.3,71.8,71.2,92,91,88,30.19,30.13,3,0,1,0.00 
2012-7-24,90.9,82.3,72.9,79.7,75.0,71.6,97,80,63,30.14,29.98,14,1,14,0.05 
2012-7-25,98.4,83.2,74.7,79.7,75.9,73.2,96,80,48,30.03,29.94,9,0,10,0.00 
2012-7-26,97.5,84.2,75.9,79.9,76.7,74.7,97,80,54,30.02,29.94,12,1,12,0.00 
2012-7-27,97.5,83.8,74.8,78.3,75.5,73.2,96,78,51,30.06,29.97,11,1,13,0.00 
2012-7-28,96.8,83.1,75.0,78.6,75.6,72.5,97,80,50,30.09,29.98,9,1,12,0.00 
2012-7-29,97.2,80.7,73.9,79.3,75.8,71.6,97,87,52,30.05,29.97,16,1,16,0.86 
2012-7-30,78.4,76.7,72.3,77.2,75.4,71.4,97,96,95,30.03,29.96,5,0,5,1.08 
2012-7-31,92.1,78.5,72.1,79.3,74.5,71.2,97,88,64,30.02,29.94,11,1,11,1.08 
2012-8-1,76.8,75.0,74.3,75.6,73.9,73.0,97,96,95,29.99,29.94,4,0,5,0.00 
2012-8-12,86.5,78.1,72.1,79.0,74.2,69.8,97,88,71,30.07,29.98,8,1,12,1.77 
2012-8-13,91.6,81.0,73.6,79.2,75.3,70.5,98,84,58,30.08,29.98,11,0,14,7.18 
2012-8-14,89.4,79.1,71.1,78.8,74.6,70.0,98,87,68,30.06,29.95,8,0,8,0.17 
2012-8-15,93.0,81.1,74.1,79.3,75.5,72.9,96,84,59,30.06,29.98,9,1,12,0.00 
2012-8-16,89.1,79.3,73.4,78.6,75.5,72.1,98,89,67,30.09,29.97,6,0,7,0.08 
2012-8-17,89.1,78.9,73.4,80.4,75.3,71.2,97,89,73,30.06,29.93,8,0,9,0.11 
2012-8-18,91.4,80.1,74.5,79.5,75.3,73.4,97,86,63,29.98,29.88,8,0,8,0.07 
2012-8-19,90.5,77.5,74.1,79.9,75.0,72.9,97,93,68,29.97,29.91,15,1,18,0.56 
2012-8-20,90.1,76.0,70.3,79.5,73.8,69.4,98,93,68,30.04,29.89,13,1,18,2.44 
2012-8-21,80.2,72.4,70.0,77.7,71.4,68.5,98,97,89,30.10,29.96,9,0,9,0.90 
2012-8-22,82.2,74.3,69.3,77.4,72.5,68.4,98,94,81,30.09,30.03,8,0,9,1.44 
2012-8-23,83.7,76.2,70.3,76.5,72.6,66.4,97,89,73,30.14,30.03,7,0,9,0.00 
2012-8-24,89.4,75.2,66.7,72.5,68.7,65.5,97,82,55,30.11,30.01,8,1,9,0.00 
2012-8-25,88.7,77.7,70.0,75.4,71.5,68.7,98,83,59,30.09,30.02,12,1,14,0.01 
2012-8-26,87.3,77.0,72.0,76.6,73.4,70.2,96,89,69,30.07,29.96,17,2,19,0.15 
2012-8-27,79.5,77.5,76.3,77.2,75.7,74.7,96,94,91,29.96,29.85,12,1,12,0.22 
2012-8-28,93.2,79.6,73.6,80.8,75.6,72.3,97,89,61,30.03,29.88,9,1,12,0.12 
2012-8-29,90.7,77.6,72.9,79.7,74.7,72.0,98,92,65,30.02,29.94,8,0,14,0.17 
2012-8-30,92.1,79.1,72.0,80.6,74.9,71.4,98,88,63,30.15,29.98,8,0,9,0.01 
2012-8-31,93.0,80.1,74.3,79.3,75.9,73.4,98,88,59,30.23,30.13,6,0,9,0.01 
2012-9-1,94.1,80.8,74.7,79.7,75.2,73.0,98,84,55,30.21,30.07,6,0,10,0.01 
2012-9-2,92.1,80.3,72.9,78.4,74.3,72.0,98,83,57,30.12,29.99,6,0,7,0.00 
2012-9-3,94.5,80.8,71.8,77.4,73.3,64.0,96,79,38,30.08,29.97,8,1,12,0.00 
2012-9-4,94.3,81.0,72.9,76.6,73.1,65.8,96,79,43,30.04,29.94,11,0,11,0.00 
2012-9-5,92.5,80.9,72.0,76.3,72.6,68.7,97,78,50,30.00,29.91,9,0,9,0.00 
2012-9-6,92.1,80.2,72.5,77.7,73.7,70.7,97,82,57,30.03,29.94,9,0,11,0.00 
2012-9-7,91.9,78.3,73.4,77.7,74.4,72.1,97,89,61,30.01,29.91,9,1,10,0.04 
2012-9-8,91.8,80.1,72.9,78.8,74.4,72.0,98,84,57,29.96,29.84,14,1,14,0.15 
2012-9-9,87.3,78.8,74.5,79.2,76.3,73.0,97,92,74,29.96,29.80,11,1,12,0.77 
2012-9-10,90.0,77.2,70.3,75.6,70.4,66.4,97,81,53,30.09,29.94,9,0,9,0.00 
2012-9-11,87.6,77.0,70.2,70.0,67.4,62.1,91,74,47,30.19,30.06,12,1,13,0.00 
2012-9-12,88.9,77.4,71.1,73.9,70.1,67.6,93,80,56,30.20,30.13,15,1,16,0.00 
2012-9-13,87.6,76.7,71.2,74.3,71.3,68.4,95,84,62,30.18,30.08,11,1,15,0.11 
2012-9-14,89.8,77.9,71.2,76.3,72.3,70.0,97,84,61,30.14,30.04,13,1,16,0.00 
2012-9-15,89.8,76.9,71.2,77.9,72.8,70.0,97,88,57,30.13,30.05,8,0,11,0.13 
2012-9-16,90.7,77.2,71.8,77.4,73.0,70.9,98,88,53,30.10,30.00,6,0,8,0.13 
2012-9-17,89.6,78.0,69.6,76.6,72.7,68.7,98,85,62,30.06,29.90,10,0,10,0.02 
2012-9-18,77.0,74.6,71.4,75.0,73.2,69.8,97,95,91,29.97,29.85,11,1,11,0.93 
2012-9-19,87.3,77.1,70.9,76.5,72.8,70.3,98,87,65,30.06,29.90,8,0,9,0.19 
2012-9-20,86.7,77.0,72.0,76.1,73.1,70.5,98,88,66,30.07,29.99,10,0,13,0.19 
2012-9-21,88.5,76.8,71.1,77.2,73.1,70.5,98,89,61,30.05,29.96,11,0,14,0.01 
2012-9-22,89.4,77.9,71.8,75.6,72.7,69.8,98,86,56,30.07,29.98,9,0,9,0.00 
2012-9-23,88.7,76.4,66.0,74.5,67.2,56.1,98,76,50,30.12,30.02,10,1,10,0.00 
2012-9-24,86.4,71.0,57.9,63.9,59.3,53.1,95,70,37,30.14,30.05,8,0,8,0.00 
2012-9-25,85.3,75.3,68.4,72.7,68.2,63.9,92,79,61,30.17,30.07,13,1,14,0.00 
2012-9-26,91.2,77.7,68.4,76.3,71.1,65.5,94,81,55,30.17,30.07,7,1,8,0.00 
2012-9-27,82.8,74.5,70.0,73.8,71.4,69.1,97,91,72,30.15,30.06,6,0,7,0.00 
2012-9-28,88.3,76.8,68.7,76.6,71.9,67.5,97,86,64,30.11,29.99,9,0,10,0.00 
2012-9-29,90.3,77.2,68.5,75.6,70.2,65.8,98,82,49,30.04,29.87,6,0,6,0.00 
2012-9-30,92.8,78.1,72.1,76.6,73.0,70.7,97,86,54,29.94,29.78,14,0,14,0.00 
2012-10-1,89.1,77.0,71.6,77.9,74.0,71.1,98,91,67,29.84,29.73,11,1,13,0.00 
2012-10-2,85.5,78.0,73.9,78.6,74.5,71.4,97,89,76,30.03,29.78,11,1,12,0.00 
2012-10-3,84.7,76.5,73.2,76.8,73.9,71.4,98,92,74,30.19,30.03,9,0,9,0.00 
2012-10-4,91.8,76.4,71.4,78.8,73.1,70.7,98,90,63,30.23,30.11,10,0,15,0.00 
2012-10-5,87.8,76.8,71.2,78.1,74.0,70.7,98,92,68,30.18,30.01,13,0,13,0.00 
2012-10-6,87.6,76.7,70.3,77.2,73.4,69.1,98,90,68,30.03,29.91,8,0,11,0.00 
2012-10-7,89.4,77.2,68.4,75.2,71.6,67.8,98,84,57,30.04,29.93,7,0,7,0.00 
2012-10-8,85.5,75.8,71.2,75.4,72.6,70.3,98,90,69,30.06,29.96,6,0,6,0.00 
2012-10-9,72.9,69.1,64.2,71.6,66.9,62.8,97,93,85,30.12,30.02,8,1,9,0.00 
2012-10-10,79.2,67.8,60.8,68.4,63.7,59.9,98,88,63,30.18,30.06,11,0,11,0.00 
2012-10-11,81.7,69.4,60.6,66.6,62.6,58.8,100,81,52,30.24,30.13,11,1,11,0.00 
2012-10-12,83.8,70.1,60.1,67.1,63.2,58.6,97,81,56,30.26,30.15,9,1,10,0.00 
2012-10-13,85.5,71.9,63.1,70.3,66.3,61.7,96,84,54,30.26,30.17,11,1,13,0.00 
2012-10-14,87.1,74.8,65.8,75.0,69.8,65.1,98,85,62,30.20,30.04,6,0,10,0.00 
2012-10-15,85.3,73.9,65.3,75.0,69.0,64.2,98,86,62,30.04,29.84,8,0,8,0.00 
2012-10-16,80.4,70.4,61.7,68.5,60.7,55.4,94,73,46,29.94,29.84,9,1,10,0.00 
2012-10-17,78.1,69.1,62.1,69.4,64.1,58.6,96,85,72,29.95,29.85,6,0,7,0.00 
2012-10-18,87.1,73.4,64.9,72.9,67.6,64.0,98,84,56,29.91,29.81,7,0,8,0.00 
2012-10-19,81.3,72.5,65.8,71.2,68.2,64.2,97,87,68,29.91,29.81,9,0,9,0.00 
2012-10-20,80.4,65.9,52.5,64.8,52.8,44.4,94,68,31,30.00,29.88,9,1,9,0.00 
2012-10-21,79.9,64.2,51.4,57.2,53.4,50.0,96,72,39,30.13,29.99,9,1,10,0.00 
2012-10-22,82.8,67.9,57.4,68.2,61.2,55.0,96,81,54,30.17,30.08,11,1,13,0.00 
2012-10-23,84.7,69.9,59.4,67.6,63.2,57.6,97,81,53,30.14,30.05,14,1,15,0.00 
2012-10-24,86.4,72.5,63.3,71.2,66.2,62.4,97,82,55,30.10,29.99,14,1,15,0.00 
2012-10-25,87.1,74.7,67.3,73.2,69.3,65.8,96,84,55,30.02,29.90,17,1,17,0.00 
2012-10-26,80.4,73.8,70.0,72.7,68.2,60.8,95,83,70,29.90,29.72,20,4,22,0.00 
2012-10-27,71.8,68.2,64.8,64.0,61.8,59.9,88,80,70,29.72,29.61,16,3,19,0.00 
2012-10-28,73.0,62.5,56.8,61.5,56.9,50.4,92,82,64,29.81,29.69,11,2,12,0.00 
2012-10-29,64.6,55.3,46.4,50.7,41.9,35.2,83,62,36,29.88,29.73,13,2,15,0.00 
2012-10-30,64.2,52.8,43.2,39.2,35.1,28.9,71,53,29,29.96,29.81,12,2,15,0.00 
2012-10-31,70.9,57.6,45.1,52.5,41.8,36.7,84,58,35,30.06,29.93,14,1,14,0.00 
2012-11-1,72.9,60.6,51.6,58.6,53.3,47.8,96,79,46,30.04,29.94,10,0,11,0.00 
2012-11-2,76.6,60.4,45.5,54.7,48.8,43.0,96,70,37,30.12,30.01,7,0,8,0.00 
2012-11-3,83.1,66.7,57.7,66.0,58.9,54.5,97,80,40,30.16,30.06,8,0,8,0.01 
2012-11-4,81.0,65.9,56.1,67.3,61.3,54.7,98,87,57,30.13,30.00,9,0,9,0.00 
2012-11-5,75.0,65.2,53.1,64.6,57.7,45.7,99,79,39,30.03,29.94,10,1,10,0.00 
2012-11-6,74.1,59.7,50.7,62.1,55.3,49.3,99,86,58,30.00,29.83,8,1,8,0.00 
2012-11-7,63.0,54.7,47.5,54.1,47.3,43.7,94,78,53,30.04,29.89,12,1,13,0.00 
2012-11-8,65.8,50.9,39.7,47.7,43.4,38.3,96,78,47,30.23,30.04,9,1,10,0.00 
2012-11-9,71.1,52.1,37.4,50.4,40.9,34.3,96,72,27,30.34,30.22,7,0,8,0.00 
2012-11-10,76.5,57.0,39.4,56.7,48.5,38.1,96,77,40,30.39,30.29,7,0,9,0.00 
2012-11-11,82.2,66.6,54.0,63.0,58.9,52.9,97,79,45,30.37,30.29,9,0,13,0.00 
2012-11-12,81.9,68.3,57.0,68.9,62.6,56.1,98,84,53,30.30,30.20,7,0,8,0.00 
2012-11-13,80.8,67.9,58.3,68.9,63.6,57.2,98,87,63,30.23,30.12,7,0,7,0.00 
2012-11-14,66.6,62.3,57.7,64.2,60.4,56.7,98,93,87,30.26,30.17,13,2,13,0.00 
2012-11-15,59.0,55.9,53.2,57.0,54.3,52.3,97,94,87,30.23,30.14,8,2,10,0.00 
2012-11-16,59.5,54.5,51.1,53.4,51.8,49.8,96,91,80,30.26,30.19,11,2,12,0.00 
2012-11-17,66.4,57.8,53.2,59.4,54.0,50.7,92,87,76,30.27,30.19,12,3,13,0.00 
2012-11-18,70.2,58.2,52.2,56.7,52.7,50.2,94,83,60,30.28,30.18,10,2,11,0.00 
2012-11-19,59.2,57.1,55.2,55.2,53.2,51.6,93,87,81,30.23,30.14,11,2,12,0.00 
2012-11-20,71.4,62.0,55.4,57.7,55.2,52.7,93,80,60,30.16,30.03,12,2,12,0.00 
2012-11-21,71.4,58.9,46.8,54.7,50.8,44.8,96,77,46,30.14,30.04,11,1,11,0.00 
2012-11-22,69.1,53.1,41.0,46.2,40.5,34.7,94,68,31,30.23,30.13,12,1,13,0.00 
2012-11-23,71.1,52.4,36.9,50.9,43.0,35.6,96,75,38,30.27,30.09,10,0,11,0.00 
2012-11-24,67.3,55.1,39.7,52.7,45.8,36.7,96,74,38,30.15,30.03,12,1,14,0.00 
2012-11-25,66.9,46.8,32.4,36.9,32.8,23.4,93,66,20,30.24,30.13,7,0,8,0.00 
2012-11-26,74.1,52.3,33.4,49.3,39.6,31.8,96,69,26,30.30,30.18,5,0,5,0.00 
2012-11-27,78.3,61.8,48.0,64.6,55.9,46.0,96,82,58,30.23,30.11,10,0,11,0.00 
2012-11-28,62.2,55.5,50.5,59.5,53.6,47.8,96,93,90,30.36,30.16,10,1,10,0.00 
2012-11-29,74.8,58.6,46.9,59.2,53.1,44.8,96,84,55,30.38,30.29,12,1,12,0.00 
2012-11-30,76.5,61.7,51.4,59.7,54.5,50.4,97,80,45,30.34,30.23,10,0,11,0.00 
2012-12-1,74.7,60.7,49.5,63.7,57.0,48.4,97,88,68,30.33,30.25,11,1,11,0.00 
2012-12-2,80.1,66.0,57.6,65.5,60.4,56.7,98,84,52,30.35,30.25,8,0,9,0.00 
2012-12-3,75.9,64.6,56.5,66.9,61.6,55.2,98,90,74,30.34,30.25,7,0,9,0.00 
